name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
EmbeddingGemma	Powerful and Lightweight Text Representations	Schechter Vera; Dua; Zhang; Salz; Mullins; Panyam	2025	arXiv preprint	2509.20354	https://huggingface.co/google/embeddinggemma-300m	n/a (HF 2.1M downloads)	--	Gemma (gated)	yes (308M weights, quantized/truncated variants)	308M decoder-derived encoder via T5Gemma init + Gemini-Embedding distillation; SOTA <500M	1	2	admit	Primary source opened (abs + PDF); encoder-only output (generation discarded), so recipe only, not unification
BGE-M3	Multi-Linguality, Multi-Functionality, Multi-Granularity Text Embeddings	Chen; Xiao; Zhang; Luo; Lian; Liu	2024	arXiv preprint	2402.03216	https://github.com/FlagOpen/FlagEmbedding	12153	2026-08-24	MIT	yes (code + weights)	Single encoder unifies dense+sparse+multi-vector retrieval via self-distillation; 8k context	1	2	admit	Primary source opened (abs + PDF); encoder-only; fusion-of-modalities precedent for capability 1 filing
SGPT	GPT Sentence Embeddings for Semantic Search	Muennighoff	2022	arXiv preprint	2202.08904	https://github.com/Muennighoff/sgpt	872	2024-02-17	MIT	yes (code + 125M-5.8B checkpoints)	First decoder-as-bi-encoder recipe: position-weighted mean pooling + BitFit; same author as GritLM	1	2	admit	Primary source opened (abs + PDF); pooling result (weighted-mean > last-token) directly relevant
Gemini Embedding	Generalizable Embeddings from Gemini	Lee; Chen; Dua; Cer; Shanbhogue; Naim	2025	arXiv report	2503.07891	--	n/a	--	--	no (API only)	Frontier decoder (Gemini) converted to embedder via filtering + synthetic data + model soup; SOTA on MMTEB	1	2	admit	Primary source opened (abs + PDF); no weights/code; vendor report, treat numbers as vendor-reported
Gecko	Versatile Text Embeddings Distilled from Large Language Models	Lee; Dai; Ren; Chen; Cer; Cole; Hui; Boratko	2024	arXiv preprint	2403.20327	--	n/a	--	--	no (no public weights)	Two-step LLM distillation (FRet synthetic + LLM relabel) makes 1B-compact embedders beat 7B models	1	2	admit	Primary source opened (abs + PDF); distillation recipe directly applicable to distilling a 2B embedder
E5	Text Embeddings by Weakly-Supervised Contrastive Pre-training	Wang; Yang; Huang; Jiao; Yang; Jiang; Majumder; Wei	2022	arXiv preprint	2212.03533	https://github.com/microsoft/unilm	22212	2026-08-26	MIT	yes (checkpoints + CCPairs recipe)	Weakly-supervised contrastive pretraining recipe every decoder-embedder inherits; first to beat BM25 zero-shot	1	1	admit	Primary source opened (abs + PDF); encoder-only baseline, admitted as recipe predecessor only
AnglE	AnglE-optimized Text Embeddings	Li; Li	2023	ACL 2024	2309.12871	https://github.com/SeanLee97/AnglE	573	2026-03-22	MIT	yes (code + checkpoints)	Angle-over-cosine loss fixes saturation zones; ablates 5 pooling strategies and AnglE-LLaMA variant	1	1	admit	Primary source opened (abs + PDF); loss/pooling study, not unification; admitted for pooling evidence only
Contriever	Unsupervised Dense Information Retrieval with Contrastive Learning	Izacard; Caron; Hosseini; Riedel; Bojanowski; Joulin; Grave	2021	arXiv preprint	2112.09118	https://github.com/facebookresearch/contriever	779	2023-04-07	NOASSERTION	--	Unsupervised contrastive pretraining baseline all later recipes compare against	1	1	abstain	Verified at primary source but out of lane scope (encoder-only, no generation); repo stars fetched, weights unverified here
SFR-Embedding-Mistral	Enhance Text Retrieval with Transfer Learning (blog)	Meng; Liu; Joty; Xiong; Zhou; Yavuz	2024	Salesforce blog (no paper)	--	https://huggingface.co/Salesforce/SFR-Embedding-Mistral	n/a (HF 34k downloads)	--	--	yes (7B weights, HF)	Transfer from E5-Mistral + task-homogeneous batching; MTEB top at release	1	2	abstain	Secondary source only (vendor blog + model card); no peer-reviewed paper found; vendor numbers not independent
Seed1.5-Embedding	Seed1.5-Embedding technical report (blog)	ByteDance Seed team	2025	Vendor blog (no paper)	--	--	n/a	--	--	no (API only)	SOTA MTEB/BRIGHT vendor claims over Gemini/NV-Embed/GTE	1	1	abstain	Secondary source only; no paper, no weights, no code; numbers are vendor-reported
Arctic-Embed 2.0	Multilingual Retrieval Without Compromise	Merrick et al. (Snowflake)	2024	arXiv preprint	2412.04506	--	n/a	--	Apache-2.0 (per paper)	--	Small encoders (110M-330M) with MRL truncation retaining 98-99% at 256d	1	1	abstain	Verified at primary source but out of scope (encoder-only, no generation); noted as small-scale compression reference
Jina-Embeddings-v3	Multilingual Embeddings With Task LoRA	Sturua et al. (Jina AI)	2024	arXiv preprint	2409.10173	--	n/a	--	--	--	570M encoder + task-specific LoRA adapters; 8k context	1	1	abstain	Verified at primary source but out of scope (encoder-only); task-LoRA modularity flagged for lane 6 (skills)
BGE-Multilingual-Gemma2	BAAI bge-multilingual-gemma2 (model card)	BAAI	--	HF model card (no paper)	--	https://huggingface.co/BAAI/bge-multilingual-gemma2	n/a	--	--	yes (9B weights)	Decoder-based (Gemma2-9B) multilingual embedder	1	1	abstain	No arXiv paper found; model-card/secondary only; 9B out of MelodyScribe scale
GTE-Qwen2	Qwen2-based GTE instruct embedders (model cards)	Alibaba-NLP	--	HF model cards (no paper)	--	https://huggingface.co/Alibaba-NLP	n/a	--	--	yes (1.5B/7B weights)	Qwen2-decoder embedders incl. 1.5B scale	1	1	abstain	No paper found; weights-only release; 1.5B variant noted but unverifiable on method
Text-Embedding-004	Google text-embedding-004 (proprietary)	Google	2024	Proprietary (cited in 2412.04506)	--	--	n/a	--	--	no (API only)	Gecko-lineage production embedder; MRL truncation baseline (94% retention at 256d)	1	0	abstain	No primary source of its own; known only via citations in admitted papers; listed to avoid silent drop
LLM2Vec-Gen	Generative Embeddings from Large Language Models	Zhao (et al.)	2026	arXiv preprint	2603.10913	--	n/a	--	--	--	Frozen-backbone embeddings in LLM output space via learned special tokens; interpretable/decodable	1	2	abstain	Primary source opened but Mar-2026 preprint, too recent to verify claims/code; frozen-head idea flagged for capability 1
Hydra	Unifying Document Retrieval and Generation in a Single Vision-Language Model	Georgiou	2026	arXiv preprint	2603.28554	--	n/a	--	--	--	Dual-head LoRA retrieval toggle; ablation claims GritLM-style joint training collapses generation	1	2	abstain	Single-author Mar-2026 preprint; generation-collapse claim directly relevant but authority unverified; do not cite as refutation until reproduced
