name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
DimMem	DimMem: Dimensional Structuring for Efficient Long-Term Agent Memory	Wentao Qiu et al.	2026	arXiv preprint	2605.15759	https://github.com/ChowRunFa/DimMem	--	--	--	yes	Atomic typed units with time location reason purpose keyword fields; fine-tuned Qwen3-4B extractor beats larger.	2	3	admit	Abs verified via search listing; typed schema plus small-extractor evidence in one paper.
StructMem	StructMem: Structured Memory for Long-Horizon Behavior in LLMs	Buqiang Xu et al.	2026	ACL 2026	2604.21748	https://github.com/zjunlp/LightMem	--	--	--	yes	Event-level bindings with cross-event links and periodic semantic consolidation.	4	2	admit	Abs verified via search listing; consolidation schedule precedent for revise pass.
Useful-Memories-Faulty	Useful Memories Become Faulty When Continuously Updated by LLMs	Dylan Zhang et al.	2026	arXiv preprint	2605.12978	--	--	--	--	unknown	Continuously LLM-rewritten consolidated memory banks accumulate faults; raw episodic traces stay reliable.	refutes	2	refute	Abs page opened and abstract verified; contradicts always-on revise-pass assumption.
ReFind	When Your Agent Opens the Chat App: Agent-Controlled Search over Raw Chat Logs Rivals Structured Memory	Ruizhe Li et al.	2026	arXiv preprint	2608.12888	--	--	--	--	unknown	Agent-controlled lexical search over raw logs beats graph and tree memory systems on conversational QA.	refutes	3	refute	Abs page opened and abstract verified; contradicts structure-is-necessary claim with matched-backbone numbers.
Memo-Not-Memory	Contextual Agentic Memory is a Memo, Not True Memory	Binyan Xu et al.	2026	arXiv preprint	2604.27707	--	--	--	--	unknown	Argues vector stores implement lookup not memory; generalization needs weight-based abstraction.	refutes	2	refute	Abs page opened and abstract verified; bounds what typed-store filing can claim.
Reproducing-LightMem	Reproducing LightMem: Naive RAG Is Just as Good for Memory Management	Yongjie Zhou et al.	2026	arXiv preprint	2607.29104	https://github.com/ielab/Reproducing-LightMem	--	--	--	yes	Reproduction showing retriever choice dominates and construction discards answer-relevant information.	refutes	2	refute	Abs verified via search listing; tempers LightMem admission and construction-always-helps claims.
MemDelta	MemDelta: Controlled Baselines and Hidden Confounds in Agent Memory Evaluation	Kuan Wang	2026	arXiv preprint	2606.29914	--	--	--	--	unknown	Evaluation protocol varying one component at a time; verbatim RAG matches full-context on LongMemEval-S.	2	1	abstain	Abs page opened; evaluation methodology belongs to lane 10, out of lane scope.
SF-AMS	SF-AMS: Strategic Forgetting for Structured Memory in LLM Agent	Ning Yang et al.	2026	arXiv preprint	2607.22562	--	--	--	--	unknown	Utility-driven survival and forgetting for structured memory units.	4	1	abstain	Search listing only; forgetting policy belongs to lane 8, out of lane scope.
FluxMem	Rethinking Memory as Continuously Evolving Connectivity (FluxMem)	Jizhan Fang et al.	2026	arXiv preprint	2605.28773	https://github.com/zjunlp/LightMem	--	--	--	no	Connectivity-evolving heterogeneous graph with feedback refinement; code unreleased ongoing work.	4	1	abstain	Search listing only; authors state code will be open-sourced, artefact unverifiable.
ProGraph	Profile-Graph Memory for LLM Agents (ProGraph)	Shengtong Zhu	2026	arXiv preprint	2607.19359	https://github.com/ShengtongZhu/ProGraph	1	2026-08-06	MIT	yes	Profile-expansion traversal plus compression residuals; MemHop benchmark.	2	1	abstain	Search listing only; abs page never opened; repo has 1 star, adoption unverifiable.
TencentDB-Agent-Memory	TencentDB Agent Memory (team-level memory hub)	Unknown	--	--	--	https://github.com/TencentCloud/TencentDB-Agent-Memory	26373	2026-09-11	--	yes (code)	Team-level memory hub turning conversations into shared memory; SQL-oriented vendor project.	2	1	abstain	Search-API listing only; repo page never opened; vendor claims unverified.
LycheeMem	LycheeMem: Lightweight Long-Term Memory for LLM Agents	Unknown	--	--	--	https://github.com/LycheeMem/LycheeMem	1079	2026-08-06	Apache-2.0	yes (code)	Lightweight long-term memory layer.	2	1	abstain	Search-API listing only; no paper found; capabilities unverified.
ClaudioDrews-memory-os	memory-os (7-layer memory operating system, hobby project)	Unknown	--	--	--	https://github.com/ClaudioDrews/memory-os	1358	2026-06-10	MIT	yes (code)	Seven-layer memory OS claim for a personal agent; no paper or evaluation.	2	0	abstain	Search-API listing only; no paper; not the MemoryOS of lane scope; unverifiable claims.
cognee	Cognee: open-source AI memory platform for agents	Cognee team	--	--	--	https://github.com/topoteretes/cognee	30646	2026-09-12	Apache-2.0	yes (code)	ECL-style pipelines building temporal knowledge graphs from documents for agents.	2	3	admit	Repo metadata fetched via GitHub API; no peer-reviewed paper found; admitted on code as primary source.
langmem	LangMem (LangChain memory SDK)	LangChain team	--	--	--	https://github.com/langchain-ai/langmem	1660	2026-09-09	MIT	yes (code)	SDK for long-term memory with namespaced prompt-optimizer and procedural skill-equivalent constructs.	2	2	admit	Repo metadata fetched via GitHub API; docs are secondary source; admitted on code as primary source.
memobase	Memobase: User Profile-Based Long-Term Memory	MemODB team	--	--	--	https://github.com/memodb-io/memobase	2893	2026-01-11	Apache-2.0	yes (code)	Profile-centric memory with structured user-topics; last push January 2026 signals low maintenance.	2	2	admit	Repo metadata fetched via GitHub API; admitted on code as primary source with staleness warning.
nemori	Nemori (aligning AI memory with storage-and-retrieval simplicity)	Nemori team	--	--	--	https://github.com/nemori-ai/nemori	207	2026-04-16	MIT	yes (code)	Minimalist predict-then-retrieve memory MVP; small adoption.	2	1	admit	Repo metadata fetched via GitHub API; admitted on code; low stars cap relevance.
honcho	Honcho (memory library for stateful agents)	Plastic Labs	--	--	--	https://github.com/plastic-labs/honcho	7128	2026-09-11	AGPL-3.0	yes (code)	Session-scoped collections with representative-based retrieval; AGPL license restricts reuse.	2	2	admit	Repo metadata fetched via GitHub API; AGPL-3.0 flagged for reuse constraint.
supermemory	Supermemory (memory and context engine plus app)	Supermemory team	--	--	--	https://github.com/supermemoryai/supermemory	29634	2026-09-11	MIT	yes (code)	Fast memory engine with Spaces-like typed organization; large adoption.	2	2	admit	Repo metadata fetched via GitHub API; admitted on code; paper absent so internals unverified.
memori	Memori (agent-native memory infrastructure)	Memori team	--	--	--	https://github.com/MemoriLabs/Memori	16621	2026-09-03	NOASSERTION	yes (code)	LLM-agnostic memory layer with conscious recall claim; license field unresolved.	2	2	admit	Repo metadata fetched via GitHub API; NOASSERTION license requires legal check before reuse.
letta	Letta (platform for stateful agents; MemGPT successor)	Letta team	--	--	--	https://github.com/letta-ai/letta	24702	2026-09-10	Apache-2.0	yes (code)	Production MemGPT lineage: archival memory blocks with tool-driven paging.	2	3	admit	Repo metadata fetched via GitHub API; pairs with MemGPT paper row.
