name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
phi-3	Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone	Abdin et al.	2024	arXiv preprint	2404.14219	https://github.com/microsoft/phi-3cookbook	unknown	unknown	unverified	yes: weights on HF verified (microsoft/Phi-3-mini-4k-instruct, 439k downloads)	3.8B Phi-3-mini competitive with 7B+ on MMLU/MT-bench via data curation; existence proof for 2-4B narrow-task quality	2	3	admit	Abs verified; PDF downloaded; HF weights verified via HF API.
lora	LoRA: Low-Rank Adaptation of Large Language Models	Hu et al.	2021	arXiv preprint (ICLR 2022)	2106.09685	--	--	--	--	unverified (method; implementations ubiquitous)	Rank-8/16 adapters match full fine-tuning on GPT-3 175B; the baseline adapter method for 2B fine-tunes	2	3	admit	Abs verified via OpenAlex; PDF downloaded.
qlora	QLoRA: Efficient Finetuning of Quantized LLMs	Dettmers et al.	2023	NeurIPS 2023	2305.14314	--	--	--	--	unverified (method)	4-bit NF4 + paged optimizers fine-tune 65B on one 48GB GPU; implies 2B fits easily in 16GB	2	3	admit	Abs verified; PDF downloaded.
dora	DoRA: Weight-Decomposed Low-Rank Adaptation	Liu et al.	2024	ICML 2024	2402.09353	--	--	--	--	unverified (method)	Magnitude+direction decomposition beats LoRA with same parameter budget; drop-in LoRA upgrade	2	2	admit	Abs verified; PDF downloaded. Recalled id 2402.10974 was wrong (see ledger).
lora-learns-less	LoRA Learns Less and Forgets Less	Biderman et al.	2024	arXiv preprint	2405.09673	--	--	--	--	no (study)	LoRA underperforms full fine-tuning on new-fact acquisition but forgets less; quantifies the tradeoff	refutes	3	refute	Abs verified; PDF downloaded. Refutes 'LoRA matches full fine-tune' as a blanket claim.
learning-new-facts-qlora	Learning New Facts with QLoRA: An Acquisition-Retention Frontier	Zheng et al.	2026	arXiv preprint	2608.25677	--	--	--	--	no (study)	Maps QLoRA acquisition-retention frontier for factual updates; ranks close to full-FT at low forgetting budgets	2	2	admit	Abs verified (arXiv search + OpenAlex); PDF downloaded.
outlines-guided-gen	Efficient Guided Generation for Large Language Models	Willard and Louf	2023	arXiv preprint	2307.09702	https://github.com/dottxt-ai/outlines	15785	2026-09-09	Apache-2.0	yes: library (repo API-verified)	Regex/CFG-constrained decoding with near-zero overhead; the reference implementation of grammar-constrained emission	2	3	admit	Abs+repo verified (API stars/license/push); PDF downloaded. Recalled id 2307.06960 was wrong (see ledger).
xgrammar	XGrammar: Flexible and Efficient Structured Generation Engine for Large Language Models	Dong et al.	2024	arXiv preprint (MLSys 2025)	2411.15100	https://github.com/mlc-ai/xgrammar	1881	2026-09-11	Apache-2.0	yes: engine (repo API-verified)	Pushdown-automaton constrained decoding co-designed with serving; ~100x lower per-token overhead vs outlines-style	2	3	admit	Abs+repo verified; PDF downloaded.
sglang	SGLang: Efficient Execution of Structured Language Model Programs	Zheng et al.	2023	arXiv preprint	2312.07104	https://github.com/sgl-project/sglang	35835	2026-09-12	Apache-2.0	yes: serving engine (repo API-verified)	Interpreter for constrained/chained LM programs with RadixAttention reuse; candidate harness runtime	2	3	admit	Abs+repo verified; PDF downloaded.
jsonschemabench	JSONSchemaBench: A Rigorous Benchmark of Structured Outputs for Language Models	Geng et al.	2025	arXiv preprint	2501.10868	--	--	--	--	yes: benchmark+harness (paper claims release)	First rigorous structured-output benchmark across engines; measures validity AND quality incl. small models	2	3	admit	Abs verified (arXiv search + OpenAlex); PDF downloaded.
repair-not-improvement	Repair, Not Improvement: Decomposing Constrained Decoding in Tool-Call Abstention	Lee	2026	arXiv preprint	2608.13959	--	--	--	--	no (study)	Constrained decoding repairs schema validity but does not improve (and can harm) tool-call abstention decisions	refutes	3	refute	Abs verified; PDF downloaded. Refutes 'constraints improve small-model accuracy' as blanket claim.
where-vs-what	Where vs What: Decomposing Structural and Content Failures in LLM-Generated Structured Outputs	Zhang et al.	2026	arXiv preprint	2608.25358	--	--	--	--	no (study)	Separates structural from content errors in structured outputs; tells MelodyScribe whether to fix grammar or model	2	2	admit	Abs verified; PDF downloaded.
toolformer	Toolformer: Language Models Can Teach Themselves to Use Tools	Schick et al.	2023	NeurIPS 2023	2302.04761	--	--	--	--	no (API-call annotations; method)	Self-supervised API-call insertion: model learns WHEN to call tools from its own perplexity signal; 6.7B scale	2	3	admit	Abs verified via OpenAlex; PDF downloaded.
ra-dit	RA-DIT: Retrieval-Augmented Dual Instruction Tuning	Lin et al.	2023	arXiv preprint	2310.01352	--	--	--	--	unverified	Jointly fine-tunes retriever + LM (65B) for retrieval9278; recipe for co-tuning harness retriever and writer	2	2	admit	Abs verified; PDF downloaded. Recalled id 2309.17402 was wrong (see ledger). Sizes above 3B: recipe only.
gorilla	Gorilla: Large Language Model Connected with Massive APIs	Patil et al.	2023	arXiv preprint	2305.15334	https://github.com/ShishirPatil/gorilla	unknown	unknown	unverified	code yes (README 200); weights claimed, HF unverified	LLaMA-7B fine-tuned on API docs beats GPT-4 on APIBench; direct precedent for small-model schema emission	2	3	admit	Abs verified; repo existence verified (README 200); PDF downloaded. Stars unrecorded (API rate-limited).
toolace	ToolACE: Winning the Points of LLM Function Calling	Liu et al.	2024	arXiv preprint	2409.00920	--	--	--	--	code yes per paper; weights unverified (only 3rd-party HF hits)	8B model tops function-calling leaderboard via formalized data pipeline; small-model function-calling SOTA recipe	2	3	admit	Abs verified via OpenAlex; PDF downloaded.
apigen	APIGen: Automated Pipeline for Generating Verifiable and Diverse Function-Calling Datasets	Liu et al.	2024	arXiv preprint	2406.18518	--	--	--	--	dataset referenced on HF (xlam-function-calling-60k tag seen); org unverified	Multi-stage verifiable synthesis of 60k function-calling examples; reusable data recipe for MelodyScribe op-emission SFT	2	3	admit	Abs verified; PDF downloaded.
granite-function-calling	Granite-Function Calling Model: Introducing Function Calling Abilities via Multi-task Learning	Abdelaziz et al.	2024	arXiv preprint	2407.00121	--	--	--	--	weights partially verified (ibm-granite org on HF; 3rd-party FC GGUF seen)	3B/8B Granite function-calling models via multi-task learning; closest released 3B-class tool-calling artefact	2	3	admit	Abs verified; PDF downloaded; HF org verified.
frugalgpt	FrugalGPT: How to Use Large Language Models While Reducing Cost and Improving Performance	Chen et al.	2023	arXiv preprint	2305.05176	--	--	--	--	unverified	Cascades/routers over heterogeneous LLMs cut cost 98% while beating GPT-4 accuracy; routing evidence	2	3	admit	Abs verified (arXiv+OpenAlex); PDF downloaded.
routellm	RouteLLM: Learning to Route LLMs with Preference Data	Ong et al.	2024	arXiv preprint	2406.18665	https://github.com/lm-sys/RouteLLM	unknown	unknown	unverified	code yes (README 200)	Learned routers match GPT-4 quality at ~50% cost; directly reusable routing head for frontier-fallback	2	3	admit	Abs verified; repo existence verified; PDF downloaded. Stars unrecorded (rate-limited).
moa	Mixture-of-Agents Enhances Large Language Model Capabilities	Wang et al.	2024	arXiv preprint (ICLR 2025)	2406.04692	https://github.com/togethercomputer/MoA	unknown	unknown	unverified	code yes (README 200)	Layered open-model proposers + strong aggregator beat GPT-4o; small models as proposal ensemble	2	2	admit	Abs verified via OpenAlex; repo existence verified; PDF downloaded.
rethinking-moa	Rethinking Mixture-of-Agents: Is Mixing Different Large Language Models Beneficial?	Li et al.	2025	arXiv preprint	2502.00674	--	--	--	--	no (study)	Finds mixing different LLMs often underperforms best single model; role-diversity, not model-diversity, matters	refutes	2	refute	Abs verified; PDF downloaded. Refutes MoA-style 'mixing helps' reading. (This id is NOT Self-MoA; see ledger.)
guided-decoding-rag	Guided Decoding and Its Critical Role in Retrieval-Augmented Generation	Ugur et al.	2025	arXiv preprint	2509.06631	--	--	--	--	no (study)	Guided/constrained decoding materially changes RAG faithfulness; relevant to grounding op-emission in retrieved chunks	2	2	admit	Abs verified; PDF downloaded.
slm-agentic-survey	Small Language Models for Agentic Systems: A Survey of Architectures, Capabilities, and Deployment	Sharma and Mehta	2025	arXiv preprint	2510.03847	--	--	--	--	no (survey)	2025 survey of SLM agentic architectures/capabilities/deployment; secondary map of the small-model agent space	2	2	admit	Abs verified (arXiv search); PDF downloaded. Secondary source: survey, not primary evidence.
great-models-think-alike	Great Models Think Alike and this Undermines AI Oversight	Goel et al.	2025	arXiv preprint	2502.04313	--	--	--	--	no (study)	Correlated failures across frontier models undermine ensemble/oversight independence assumptions behind routing	refutes	1	refute	Abs verified; PDF downloaded. (This id is NOT CAPA; see ledger.) Limits router-ensemble reliability claims.
llamacpp	llama.cpp (GBNF grammars + serving)	ggerganov et al.	--	--	--	https://github.com/ggerganov/llama.cpp	unknown	unknown	unverified	yes: engine (README 200; GBNF grammar-constrained sampling on-device)	On-device constrained sampling via GBNF grammars; the deployment target for a 2B MelodyScribe model	2	3	admit	Repo existence verified (README 200). Stars/license unrecorded (API rate-limited). No paper: code-only admit.
gkd-name	Generalized Knowledge Distillation (name as cited in brief)	unknown	--	--	--	--	--	--	--	--	Could not pin to a verified paper id; nearby verified item is Agarwal on-policy distillation 2306.13649	2	0	abstain	Unverifiable: OpenAlex/arXiv searches did not resolve 'GKD' to one paper; do not cite by this name.
self-moa-id	Self-MoA (id 2502.00674 as cited in brief)	unknown	--	--	2502.00674	--	--	--	--	--	Recalled id resolves to a different paper (Rethinking MoA); true Self-MoA id not verified	2	0	abstain	Sources conflict with recall: id verified as other paper. Do not cite Self-MoA by 2502.00674.
capa-id	CAPA (id 2502.04313 as cited in brief)	unknown	--	--	2502.04313	--	--	--	--	--	Recalled id resolves to a different paper (Great Models Think Alike); true CAPA id not verified	2	0	abstain	Sources conflict with recall: id verified as other paper. Do not cite CAPA by 2502.04313.
dss-wrong-ids	Distilling Step-by-Step (recalled ids 2305.10586 / 2305.10688)	--	--	--	2305.10586	--	--	--	--	--	Both recalled ids resolve to unrelated physics/chemistry papers (abs pages fetched); correct source is ACL Findings	2	0	abstain	Recalled ids falsified against abs pages; corrected source admitted as distilling-step-by-step.
minillm-wrong-id	MiniLLM (recalled id 2312.13344)	--	--	--	2312.13344	--	--	--	--	--	Recalled id unverified; OpenAlex+abs resolve MiniLLM to 2306.08543, admitted separately	2	0	abstain	Recall corrected by primary source; do not cite 2312.13344 for MiniLLM.
dora-wrong-id	DoRA (recalled id 2402.10974)	--	--	--	2402.10974	--	--	--	--	--	Recalled id unverified; OpenAlex+abs resolve DoRA to 2402.09353, admitted separately	2	0	abstain	Recall corrected by primary source; do not cite 2402.10974 for DoRA.
outlines-wrong-id	Outlines (recalled id 2307.06960)	--	--	--	2307.06960	--	--	--	--	--	Recalled id unverified; OpenAlex resolves Willard/Louf guided-generation paper to 2307.09702, admitted separately	2	0	abstain	Recall corrected by primary source; do not cite 2307.06960 for Outlines.
radit-wrong-id	RA-DIT (recalled id 2309.17402)	--	--	--	2309.17402	--	--	--	--	--	Recalled id unverified; OpenAlex+abs resolve RA-DIT to 2310.01352, admitted separately	2	0	abstain	Recall corrected by primary source; do not cite 2309.17402 for RA-DIT.
bfcl	Berkeley Function Calling Leaderboard	Yan et al. (unverified)	--	leaderboard (no paper found)	--	https://github.com/ShishirPatil/gorilla (leaderboard dir, unverified)	unknown	unknown	unverified	leaderboard data (unverified)	Standard function-calling eval; would benchmark MelodyScribe op-emission if verified	2	1	abstain	Secondary/unverified: no paper found; repo stats blocked by rate limit. Cite Gorilla paper instead.
