name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
olmo-2	2 OLMo 2 Furious	Team OLMo et al.	2025	arXiv; COLM 2025	2501.00656	https://github.com/allenai/OLMo	6675	2025-11-24	Apache-2.0	yes (7B/13B/32B + Dolmino Mix + RLVR)	Fully-open 7B/13B/32B generation with stability fixes, late-stage Dolmino Mix curriculum and Tulu-3/RLVR instruct recipe.	2	1	abstain	Verified but 7B+ exceeds the lane 0.3-3B band; recipe otherwise relevant.
qwen3-embedding	Qwen3 Embedding: Advancing Text Embedding and Reranking Through Foundation Models	Yanzhao Zhang et al. (Qwen Team)	2025	arXiv	2506.05176	--	not-fetched	not-fetched	Apache-2.0	yes (0.6B/4B/8B embedders + rerankers)	Decoder-derived embedders at 0.6B/4B/8B; two-stage contrastive train on LLM-synthesized data plus model merging; SOTA MTEB multilingual (vendor-reported).	1	3	admit	Seed item re-verified from abs page and paper; the 0.6B checkpoint is the prime capability-1 candidate (embed from own hidden states).
embeddinggemma	EmbeddingGemma: Powerful and Lightweight Text Representations	Schechter Vera et al. (Google)	2025	arXiv	2509.20354	--	not-fetched	not-fetched	Gemma license (weights)	yes (google/embeddinggemma-300m, 308M)	308M encoder distilled from Gemma-3 via T5Gemma encoder init plus geometric distillation; SOTA under 500M on MTEB multilingual/English/code; lead holds at 128 dims and int4.	1	3	admit	Abs page, paper and HF card fetched; best-in-band small embedder with quantization evidence.
arctic-embed-2	Arctic-Embed 2.0: Multilingual Retrieval Without Compromise	Snowflake AI team (full author list not captured)	2024	arXiv	2412.04506	https://github.com/Snowflake-Labs/arctic-embed	91	not-fetched	Apache-2.0	yes (m ~113M non-embedding params; l ~335M)	Multilingual retrievers that keep English quality (prior work degraded it); two-stage MRL keeps quality at 256 dims; 8x16-bit to 128-byte vectors.	1	3	admit	Abs page, paper and repo README fetched (stars/license from repo page); truncation/quantization behaviour directly bears on store sizing.
arctic-embed-1	Arctic-Embed: Scalable, Efficient, and Accurate Text Embedding Models	Merrick et al. (Snowflake)	2024	arXiv	2405.05374	https://github.com/Snowflake-Labs/arctic-embed	91	not-fetched	Apache-2.0	yes (22M-334M suite)	Per-size SOTA MTEB retrieval at release, including 22M xs and 33M s variants and an 8K long-context m-long.	1	1	abstain	Verified; superseded by the 2.0 report except for the tiny xs/s/long size points.
nomic-embed-v2	Training Sparse Mixture Of Experts Text Embedding Models (Nomic Embed v2)	Nussbaum, Duderstadt (Nomic AI)	2025	arXiv	2502.07972	-- (code URL inside paper; not captured)	not-fetched	not-fetched	Apache-2.0	yes (nomic-embed-text-v2-moe: 475M total / 305M active)	First general-purpose MoE embedder; beats its parameter class monolingually and multilingually, rivals 2x-size models; code+models+eval data released.	1	3	admit	Abs page, paper and HF card fetched; MoE-per-store routing analogue for typed memory.
nomic-embed-v1	Nomic Embed: Training a Reproducible Long Context Text Embedder	Nomic AI team (full author list not captured)	2024	arXiv; TMLR 2025	2402.01613	--	not-fetched	not-fetched	not-fetched	yes (137M; weights + code + data)	137M, 8K context; beats ada-002 and text-embedding-3-small on MTEB and LoCo; fully reproducible pipeline.	1	3	admit	Abs page and paper fetched; long-context-at-137M plus full-reproducibility precedent.
jina-v3	jina-embeddings-v3: Multilingual Embeddings With Task LoRA	Sturua et al. (Jina AI)	2024	arXiv; ECIR 2025	2409.10173	--	not-fetched	not-fetched	CC-BY-NC-4.0	yes (570M, 8K, 5 task LoRAs)	XLM-R-based 570M model with RoPE to 8K and per-task LoRA adapters; beats OpenAI/Cohere embeddings on English MTEB (vendor-reported).	1	2	admit	Abs page, paper and HF card fetched; task-LoRA pattern is reusable, but the NC license bars commercial use.
bge-m3	BGE M3-Embedding: Multi-Lingual, Multi-Functionality, Multi-Granularity Text Embeddings	Chen et al. (BAAI)	2024	arXiv; ACL Findings 2024	2402.03216	https://github.com/FlagOpen/FlagEmbedding	12153	2026-08-24	MIT (repo)	yes (BAAI/bge-m3, 569M, 8K)	Dense + sparse + ColBERT multi-vector in one 8K model over 100+ languages via self-knowledge-distillation; hybrid retrieval in one checkpoint.	1	3	admit	Abs page, paper and repo fetched (stars/push/license via GitHub API); closest single artefact to typed-store fusion (capabilities 1+5-adjacent retrieval).
modernbert	Smarter, Better, Faster, Longer: A Modern Bidirectional Encoder (ModernBERT)	Warner et al. (Answer.AI/LightOn)	2024	arXiv; ACL 2025	2412.13663	https://github.com/AnswerDotAI/ModernBERT	1712	not-fetched	Apache-2.0	yes (149M base / 395M large, 8K native)	Modernized encoder on 2T tokens with RoPE + alternating local/global attention; SOTA short- and long-context retrieval per size; fastest measured encoder; ColBERT setting far ahead.	1	3	admit	Abs page, paper, repo and HF cards fetched; best encoder-backbone option if MelodyScribe keeps a separate small embedder.
e5-mistral	Improving Text Embeddings with Large Language Models (E5-Mistral)	Liang Wang et al. (Microsoft)	2024	ACL 2024	2401.00368	--	not-fetched	not-fetched	not-fetched	yes (7B-class checkpoints)	Synthetic-data-only decoder-embedder recipe in under 1k steps; SOTA on BEIR/MTEB once labeled data is mixed in.	1	2	admit	Abs page and paper fetched; the canonical decoder-derived-embedding recipe behind the 0.6B follow-ons. 7B exceeds the band, so admitted as recipe only.
me5	Multilingual E5 Text Embeddings: A Technical Report	Liang Wang et al. (Microsoft)	2024	arXiv	2402.05672	https://github.com/microsoft/unilm/tree/master/e5	not-fetched	not-fetched	not-fetched	yes (small/base/large + large-instruct)	1B-pair contrastive pretraining recipe for small multilingual encoders; large-instruct tops multilingual MTEB (vendor-reported).	1	2	admit	Abs page and report fetched; small-encoder multilingual training template.
minicpm-embedding-light	MiniCPM-Embedding-Light (release; no paper)	ModelBest / THUNLP / NEUIR (OpenBMB)	2024	HF model card (no paper)	--	-- (HF: openbmb/MiniCPM-Embedding-Light)	n/a (HF)	not-fetched	not-fetched	yes (440M, 1024d, 8K, dense + sparse + MRL)	Bilingual decoder-derived embedder (from MiniCPM-2B) converted to bidirectional attention with weighted mean pooling; 260M training pairs.	1	3	admit	No paper; primary source is the HF model card (fetched). Direct proof that a small instruction-tuned decoder converts into a strong embedder. No PDF filed.
mteb	MTEB: Massive Text Embedding Benchmark	Muennighoff et al.	2022	arXiv; EACL 2023	2210.07316	https://github.com/embeddings-benchmark/mteb	3420	2026-09-11	Apache-2.0	yes (benchmark + code + leaderboard)	8 tasks / 58 datasets / 112 languages; no single method dominates all tasks.	1	3	admit	Abs page, paper and repo fetched (stars/push/license via GitHub API); the mandatory embedder-eval harness.
mmteb	MMTEB: Massive Multilingual Text Embedding Benchmark	Enevoldsen et al.	2025	arXiv; ICLR 2025	2502.13595	https://github.com/embeddings-benchmark/mteb	3420	2026-09-11	Apache-2.0	yes (500+ tasks, 250+ languages, downsampled splits)	Community-built 500-task multilingual expansion; best public model is a 560M instruct embedder, not an LLM; adds instruction-following, long-doc and code tasks.	1	2	admit	Abs page and paper fetched; evaluation frame for multilingual/long-doc claims.
longembed	LongEmbed: Extending Embedding Models for Long Context Retrieval	Zhu et al.	2024	arXiv; EMNLP 2024	2404.12096	https://github.com/dwzhu-pku/LongEmbed	148	2024-11-09	none declared	yes (6-task bench + E5-Base-4k + E5-RoPE-Base)	Two synthetic plus four dispersed-answer real tasks to 32K; 512-context models collapse; training-free PI/NTK/SelfExtend recovers length; RoPE beats APE for extension.	1	3	admit	Abs page, paper and repo fetched (stars/push via GitHub API); the long-document embedder test MelodyScribe sections must pass.
helmet	HELMET: How to Evaluate Long-Context Language Models Effectively and Thoroughly	Yen et al. (Princeton/Intel)	2024	arXiv; ICLR 2025	2410.02694	https://github.com/princeton-nlp/HELMET	227	not-fetched	MIT	yes (7-category bench + code + data + 59-model results)	Controllable-length (to 128K) eval across recall/RAG/rerank/citation/summ/ICL/QA; NIAH does not predict downstream; open models trail closed on reasoning/citations with the gap widening by length; RAG tasks are the best cheap proxy.	3	3	admit	Abs page, paper and repo fetched (stars/license from repo page); the independent long-context check for small-model context claims.
bfcl	The Berkeley Function Calling Leaderboard (BFCL): From Tool Use to Agentic Evaluation	Patil et al. (Berkeley)	2025	ICML 2025 (PMLR v267)	PMLR-v267:patil25a (no arXiv id)	https://github.com/ShishirPatil/gorilla	13021	2026-04-13	Apache-2.0	yes (live leaderboard + bfcl-eval package + responses)	AST-plus-execution grading of serial/parallel/multi-turn/multi-step tool calls; de-facto standard; small models are directly comparable on it.	2	3	admit	No arXiv id exists; primary sources are the PMLR proceedings page and the live leaderboard (both fetched). No PDF filed.
loco-m2bert	Benchmarking and Building Long-Context Retrieval Models with LoCo and M2-BERT	Saad-Falcon et al.	2024	arXiv; ICML 2024	2402.07440	--	not-fetched	not-fetched	not-fetched	yes (80M M2-BERT, 32K; LoCoV1 12-task bench)	80M Monarch-Mixer state-space retriever outscores transformer baselines by 23+ points on unchunkable long docs; single-sample-batch finetuning recipe.	1	2	admit	Abs page and paper fetched; cheapest long-doc retriever design point in the lane.
nemotron-h	Nemotron-H: A Family of Accurate and Efficient Hybrid Mamba-Transformer Models	NVIDIA et al. (full author list not captured)	2025	arXiv	2504.03624	--	not-fetched	not-fetched	not-fetched (paper CC-BY-4.0)	yes (8B/56B)	Hybrid Mamba-2 + sparse attention (~8% of layers); SOTA accuracy with faster inference; strong RULER long-context post-training.	3	1	abstain	Verified, but 8B/56B exceeds the lane 0.3-3B band; hybrid KV-light architecture noted for capability 3 only.
nemotron-nano-2	NVIDIA Nemotron Nano 2: An Accurate and Efficient Hybrid Mamba-Transformer Reasoning Model	NVIDIA et al. (full author list not captured)	2025	arXiv	2508.14444	--	not-fetched	not-fetched	not-fetched	yes (9B + 12B base + datasets)	9B hybrid reasoning model at 3-6x the throughput of Qwen3-8B; 128K inference on one 22GB GPU; BFCL/IFEval reported.	2	1	abstain	Verified, but 9B exceeds the band; throughput-per-watt datapoint only.
granite	IBM Granite small models (3.0 2B dense; 3.0/3.1 1B/3B MoE; 4.1 3B dense; 30M-278M embeddings)	IBM Granite team	2024-2026	vendor docs/blogs/model cards (no arXiv id verified)	--	-- (ibm-granite org; exact URLs not fetched)	not-fetched	not-fetched	Apache-2.0 (per IBM doc excerpts)	yes (weights)	Enterprise small models with function-calling and RAG positioning; 128K in 3.1, 512K long-context phase in 4.1; separate embedding family.	2	1	abstain	Secondary sources only (IBM docs, Ollama pages); no arXiv id or paper verified, so not admitted.
gemma-1	Gemma: Open Models Based on Gemini Research and Technology	Gemma Team (Google DeepMind)	2024	arXiv	2403.08295	--	not-fetched	not-fetched	not-fetched	yes (2B/7B)	First-gen open Gemma 2B/7B on 6T tokens.	2	0	abstain	Verified; superseded by Gemma 3 in every lane-relevant dimension.
