name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
G-Retriever	Retrieval-Augmented Generation for Textual Graph Understanding and Question Answering	He; Tian; Sun; Chawla; Laurent; LeCun et al.	2024	NeurIPS 2024	2402.07630	https://github.com/XiaoxinHe/G-Retriever	551 (GitHub API, fetched 2026-09-12)	2025-03-19	MIT	yes (code + GraphQA benchmark)	kNN retrieval + Prize-Collecting Steiner Tree subgraph + GNN soft prompt; halves graph-LLM hallucination.	2	2	admit	Verified: arXiv abs + PDF + NeurIPS proceedings + repo API all fetched.
GRAG	Graph Retrieval-Augmented Generation	Hu; Lei; Zhang; Pan; Ling; Zhao	2024	NAACL 2025 Findings	2405.16506	https://github.com/HuieL/GRAG	65 (GitHub API, fetched 2026-09-12)	2025-07-10	MIT	yes (code + datasets)	Divide-and-conquer ego-graph retrieval + soft pruning + dual hard/soft-prompt generation.	2	2	admit	Verified: arXiv abs + PDF + ACL Anthology + repo API all fetched.
Think-on-Graph	Deep and Responsible Reasoning of Large Language Model on Knowledge Graph	Sun; Xu; Tang; Wang; Lin; Gong; Ni; Shum; Guo	2023	ICLR 2024	2307.07697	https://github.com/IDEA-FinAI/ToG	659 (GitHub API, fetched 2026-09-12)	2024-03-24	none detected (API)	yes (code)	LLM agent beam-search over KGs (LLM x KG tight coupling); small-model+ToG rivals GPT-4 on some sets.	2	2	admit	Verified: arXiv abs + PDF + ICLR proceedings + repo API all fetched.
RAPTOR	Recursive Abstractive Processing for Tree-Organized Retrieval	Sarthi; Abdullah; Tuli; Khanna; Goldie; Manning	2024	ICLR 2024	2401.18059	https://github.com/parthsarthi03/RAPTOR	1704 (search-index snapshot, fetched 2026-09-12)	not fetched	MIT	yes (code)	Recursive embed-cluster-summarize tree; collapsed-tree retrieval across abstraction levels.	2	2	admit	Verified: arXiv abs + PDF + ICLR proceedings + repo stats all fetched.
SubgraphRAG	Simple is Effective: The Roles of Graphs and Large Language Models in Knowledge-Graph-Based Retrieval-Augmented Generation	Li; Miao; Li	2024	ICLR 2025	2410.20724	https://github.com/Graph-COM/SubgraphRAG	185 (GitHub API, fetched 2026-09-12)	2025-01-27	MIT	yes (code)	Lightweight MLP + parallel triple scoring with structural-distance features; flexible top-K subgraphs.	2	2	admit	Verified: arXiv abs + PDF + ICLR proceedings + repo API all fetched.
PathRAG	Pruning Graph-Based Retrieval Augmented Generation with Relational Paths	Chen; Guo; Yang; Chen; Chen; Liu et al.	2025	AAAI 2026	2502.14902	https://github.com/BUPT-GAMMA/PathRAG	377 (GitHub API, fetched 2026-09-12)	2025-12-17	none detected (API)	yes (code)	Flow-based pruning to key relational paths + reliability-ordered path prompting; diagnoses redundancy, not insufficiency.	2	2	admit	Verified: arXiv abs + HTML + PDF + AAAI DOI + repo API all fetched.
StructRAG	Boosting Knowledge Intensive Reasoning of LLMs via Inference-time Hybrid Information Structurization	Li; Chen; Yu; Lin; Lu; Tang; Huang; Han; Sun; Li	2024	ICLR 2025	2410.08815	https://github.com/icip-cas/StructRAG	~170 (search-index snapshots 161-171, fetched 2026-09-12)	not fetched	not fetched	yes (code; DPO-trained router)	Hybrid structure router picks optimal format (table/graph/chunk/algorithm/catalogue) then structurizes + decomposes.	2	2	admit	Verified: arXiv abs + PDF + ICLR proceedings + repo page all fetched.
LeanRAG	Knowledge-Graph-Based Generation with Semantic Aggregation and Hierarchical Retrieval	Zhang; Wu; Cai; Wang; Yan; Mao et al.	2025	AAAI 2026	2508.10391	https://github.com/RaZzzyz/LeanRAG	259 (GitHub API via redirect to KnowledgeXLab/LeanRAG, fetched 2026-09-12)	2026-07-07	none detected (API)	yes (code)	Semantic aggregation with explicit inter-cluster relations + bottom-up LCA path retrieval; -46% redundancy.	2	2	admit	Verified: arXiv abs + PDF + AAAI DOI + repo API all fetched.
DenseX	Dense X Retrieval: What Retrieval Granularity Should We Use?	Chen; Wang; Chen; Yu; Ma; Zhao; Zhang; Yu	2023	arXiv preprint	2312.06648	https://github.com/chentong0/factoid-wiki	not fetched (data repo only)	not fetched	not fetched	partial (proposition-level FactoidWiki data repo referenced in paper; no method code found)	Proposition-level indexing beats passage-level retrieval and downstream QA under fixed budget.	2	2	admit	Verified: arXiv abs + PDF fetched; paper references only a data repo, recorded as such.
GLiNER	Generalist Model for Named Entity Recognition using Bidirectional Transformer	Zaratiana; Tomeh; Holat; Charnois	2023	NAACL 2024 (long paper)	2311.08526	https://github.com/urchade/GLiNER	3591 (search-index snapshot, fetched 2026-09-12)	not fetched	Apache-2.0	yes (code + HF weights; CPU/ONNX-capable; joint RelEx relation head)	Small bidirectional encoder for zero-shot NER + single-pass KG triple building.	2	2	admit	Verified: arXiv abs + PDF + repo page (NAACL bibtex) all fetched.
REBEL	Relation Extraction By End-to-end Language generation	Huguet Cabot; Navigli	2021	Findings of EMNLP 2021	DOI 10.18653/v1/2021.findings-emnlp.204	https://github.com/Babelscape/rebel	576 (GitHub API, fetched 2026-09-12)	2023-11-09	none detected (API)	yes (weights + REBEL pretraining dataset)	BART-based seq2seq linearization emitting 220+ relation types end-to-end.	2	2	admit	Verified: ACL Anthology + PDF + repo + repo API all fetched; no arXiv version, ACL PDF filed.
CRAG	Comprehensive RAG Benchmark	Yang et al. (Meta)	2024	arXiv preprint	2406.04744	https://github.com/facebookresearch/CRAG	~300 (search-index snapshots 288-301, fetched 2026-09-12)	not fetched	Other (search index; unverified)	yes (4409 QA pairs + 220K pages + 2.6M-entity mock KGs + 38 mock APIs)	4409 QA pairs over 5 domains x 8 types with mock web+KG APIs; penalizes hallucination over abstention.	2	2	admit	Verified: arXiv abs + PDF + repo page all fetched.
RGB	Benchmarking Large Language Models in Retrieval-Augmented Generation	Chen; Lin; Han; Sun	2023	AAAI 2024	2309.01431	https://github.com/chen700564/RGB	repo exists; count not fetched	not fetched	not fetched	yes (code + EN/ZH data files)	Four testbeds: noise robustness, negative rejection, information integration, counterfactual robustness.	2	2	admit	Verified: arXiv abs + PDF + AAAI DOI + repo README all fetched.
RAGBench	Explainable Benchmark for Retrieval-Augmented Generation Systems	Friel; Belyi; Sanyal	2024	arXiv preprint	2407.11005	-- (dataset-only; HF rungalileo/ragbench)	n/a	n/a	n/a	yes (100k-example dataset + TRACe metrics)	100k examples x 5 domains with TRACe (Utilization, Relevance, Adherence, Completeness); 400M DeBERTa beats LLM judges.	2	2	admit	Verified: arXiv abs + PDF fetched; no code repo, dataset per paper.
StructRAG-scholarly	Structure-Aware RAG Framework with Scholarly Knowledge Graph for Diverse Question Answering	Jia; Zhang; Rodriguez Mendez; Ghiasnezhad Omran	2025	DOI 10.1145/3701716.3717819 (companion)	DOI 10.1145/3701716.3717819	-- (implementation link w3id.org/kgcp/DPFusion seen but not opened)	not fetched	not fetched	not fetched	unknown	Name-collision paper: DDM hierarchy-preserving KG + source-diversity reranking for academic QA.	2	1	abstain	Could not verify: only secondary search-result snippets seen; paper and implementation link never opened; name collides with ICLR StructRAG above.
