name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
EmbeddingGemma	EmbeddingGemma: Powerful and Lightweight Text Representations	Henrique Schechter Vera et al.	2025	arXiv preprint	2509.20354	weights via sentence-transformers-compatible release (google/embeddinggemma-300m, 2.1M downloads)	not-fetched	not-fetched	Gemma license (weights)	yes (300M params)	300M decoder-derived embedder; closest public analogue to MelodyScribe one-model goal	1	3	admit	Primary source opened (arXiv abs; paper linked from verified HF card). Read first for decoder-to-embedder at 300M.
Arctic-Embed	Arctic-Embed: Scalable, Efficient, and Accurate Text Embedding Models	Luke Merrick et al.	2024	arXiv preprint	2405.05374	https://github.com/Snowflake-Labs/arctic-embed	91	2025-11-03	Apache-2.0	yes (Snowflake/snowflake-arctic-embed-xs, 402k downloads; 22M params)	Small BERT-family models (22M-334M) with documented data curation; strong retrieval per parameter	1	3	admit	Primary source opened (arXiv abs; paper linked from verified HF card). Best small-model data recipe.
Granite-Embedding	Granite Embedding Models	Parul Awasthy et al.	2025	arXiv preprint	2502.20204	not-verified	not-fetched	not-fetched	not-fetched	yes (ibm-granite/granite-embedding-125m-english, 117k downloads; Apache-2.0)	125M RoBERTa-style embedder family with enterprise retrieval focus	1	2	admit	Primary source opened (arXiv abs; paper linked from verified HF card). 125M operating point with recipe.
C-Pack	C-Pack: Packed Resources For General Chinese Embeddings	Shitao Xiao et al.	2023	arXiv preprint	2309.07597	https://github.com/FlagOpen/FlagEmbedding	12153	2026-08-24	MIT (code)	yes (BGE small/base/large; bge-small-en-v1.5, 64M downloads, MIT)	BGE-family training resources: data, small-model baselines, C-MTEB evaluation	1	2	admit	Primary source opened (arXiv abs; paper linked from verified HF card). BGE small-model training context.
Data-Clustering	Embedding And Clustering Your Data Can Improve Contrastive Pretraining	Luke Merrick	2024	arXiv preprint	2407.18887	https://github.com/Snowflake-Labs/arctic-embed	91	2025-11-03	Apache-2.0	yes (method used in arctic-embed-v2)	Cluster-aware sampling for contrastive pretraining data; quality over quantity	1	2	admit	Primary source opened (arXiv abs; paper linked from verified HF card). Data-curation lever for one-GPU training.
MiniCPM4	MiniCPM4: efficient end-side LLM	MiniCPM Team et al.	2025	arXiv preprint	2506.07900	https://github.com/openbmb/MiniCPM	10879	2026-09-12	Apache-2.0	yes (generative model, not embedder)	Generative base of MelodyScribe rig; context for MiniCPM-Embedding	2	2	abstain	Generative base model, not an embedder; background only.
MiniCPM-Embedding	MiniCPM-Embedding (no paper; HF model card only)	n/a (OpenBMB)	n/a	n/a	none	https://github.com/openbmb/MiniCPM	10879	2026-09-12	Apache-2.0	yes (openbmb/MiniCPM-Embedding + Light)	0.5B BERT-style embedder paired with MiniCPM; card links no paper	1	2	abstain	Verified HF card carries no paper link; method claims unverifiable. Secondary source only.
model2vec-code	model2vec (static-distillation code; paper id unverified)	n/a (MinishLab)	n/a	n/a	none	https://github.com/MinishLab/model2vec	2205	2026-09-12	MIT	yes (distilled static models on HF)	Distills sentence-transformers into static word vectors; large speedup claim	1	2	abstain	Repo verified via API but no paper id verified; method claims need the paper.
sentence-transformers-lib	sentence-transformers training library	n/a (Hugging Face)	n/a	n/a	none	https://github.com/huggingface/sentence-transformers	19092	2026-09-11	Apache-2.0	yes (code)	Standard training/inference stack for small embedders (losses, distillation, MRL support)	1	1	abstain	Infrastructure supporting admitted recipes, not a finding itself; likely lane 2 territory.
GTE-paper	Towards General Text Embeddings (GTE paper; id unverified)	n/a	n/a	n/a	n/a	none	n/a	n/a	n/a	n/a	Multi-stage contrastive training behind Alibaba GTE small/base models	1	1	abstain	Paper id not verified before API rate limits hit; not admitted without primary source.
Contriever-paper	Unsupervised Dense Information Retrieval with Contrastive Learning (Contriever; id unverified)	n/a	n/a	n/a	n/a	none	n/a	n/a	n/a	n/a	Unsupervised contrastive pretraining (Wikipedia/CCNet) behind a widely distilled small model	1	1	abstain	Paper id not verified before API rate limits hit; not admitted without primary source.
