name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
DrGRPO	UNDERSTANDING R1-ZERO-LIKE TRAINING: A CRITICAL PERSPECTIVE	Liu, Zichen; Chen, Changyu; Li, Wenjun; Qi, Penghui; Pang, Tianyu; Du, Chao et al.	2025	arXiv preprint (venue not verified)	2503.20783					unknown	identifies GRPO length/normalization bias; Dr.GRPO unbiased objective; minimalist 7B recipe reaches 43.3 percent AIME 2024	4	3	admit	verified via arXiv abs page and downloaded PDF; mandatory GRPO-bias correction
RLOO	BACK TO BASICS: REVISITING REINFORCE STYLE OPTIMIZATION FOR LEARNING FROM HUMAN FEEDBACK IN LLMS	Ahmadian, Arash; Cremer, Chris; Galle, Matthias; Fadaee, Marzieh; Kreutzer, Julia; Pietquin, Olivier et al.	2024	arXiv preprint (venue not verified)	2402.14740					unknown	REINFORCE leave-one-out baseline outperforms PPO and DPO/RAFT at lower cost; no critic network	4	3	admit	verified via arXiv abs page and downloaded PDF; critic-free RL for tight memory budgets
ReMax	REMAX: A SIMPLE, EFFECTIVE, AND EFFICIENT REINFORCEMENT LEARNING METHOD FOR ALIGNING LARGE LANGUAGE MODELS	Li, Ziniu; Xu, Tian; Zhang, Yushun; Lin, Zhihang; Yu, Yang; Sun, Ruoyu et al.	2023	arXiv preprint (venue not verified)	2310.10505					unknown	greedy-baseline REINFORCE with no value model; removes 4-plus PPO hyperparameters; about 46 percent less GPU memory than PPO at 7B	4	2	admit	verified via arXiv abs page and downloaded PDF; memory-light RL alternative
RLAIF	RLAIF VS. RLHF: SCALING REINFORCEMENT LEARNING FROM HUMAN FEEDBACK WITH AI FEEDBACK	Lee, Harrison; Phatale, Samrat; Mansoor, Hassan; Mesnard, Thomas; Ferret, Johan; Lu, Kellie et al.	2023	arXiv preprint (venue not verified)	2309.00267					unknown	AI-labeled preferences match RLHF; works even when labeler equals policy size; direct-RLAIF scores rewards straight from an off-the-shelf LLM	4	3	admit	verified via arXiv abs page and downloaded PDF; frontier-as-judge reward template for Proof-as-reward
DeepSeek-Prover-V1.5	DEEPSEEK-PROVER-V1.5: HARNESSING PROOF ASSISTANT FEEDBACK FOR REINFORCEMENT LEARNING AND MONTE-CARLO TREE SEARCH	Xin, Huajian; Ren, Z. Z.; Song, Junxiao; Shao, Zhihong; Zhao, Wanjia; Wang, Haocheng et al.	2024	arXiv preprint (venue not verified)	2408.08152					unknown	RLPAF: Lean 4 proof-assistant verdict as RL reward on a 7B prover; closest published validator-as-reward analogue	4	3	admit	verified via arXiv abs page and downloaded PDF; validator-as-reward existence proof
OneShotRLVR	REINFORCEMENT LEARNING FOR REASONING IN LARGE LANGUAGE MODELS WITH ONE TRAINING EXAMPLE	Wang, Yiping; Yang, Qing; Zeng, Zhiyuan; Ren, Liliang; Liu, Liyuan; Peng, Baolin et al.	2025	NeurIPS 2025 (per repo description)	2504.20571	https://github.com/ypwang61/One-Shot-RLVR	445	2026-03-11	Apache-2.0	yes (code and resources)	1-example RLVR lifts Qwen2.5-Math-1.5B MATH500 36.0 to 73.6 percent; matches 1.2k-example run; entropy bonus critical	4	3	admit	verified via arXiv abs page, GitHub API, downloaded PDF; tiny-data RL evidence at 1.5B/3B scale
PEFT-for-RLVR	EVALUATING PARAMETER EFFICIENT METHODS FOR RLVR	Yin, Qingyu; Wu, Yulun; Shen, Zhennan; Li, Sunbowen; Wang, Zhilin; Li, Yanshu et al.	2025	arXiv preprint (venue not verified)	2512.23165					unknown	first systematic PEFT-under-RLVR study on R1-Distill models: DoRA/AdaLoRA/MiSS beat LoRA; PiSSA spectral collapse; rank-1 bottlenecks	4,5	3	admit	verified via arXiv abs page and downloaded PDF; directly constrains spike 011 adapter choices
SuperCorrect	SUPERCORRECT: ADVANCING SMALL LLM REASONING WITH THOUGHT TEMPLATE DISTILLATION AND SELF-CORRECTION	Yang, Ling; Yu, Zhaochen; Zhang, Tianjun; Xu, Minkai; Gonzalez, Joseph E.; Cui, Bin et al.	2024	ICLR 2025	2410.09008	https://github.com/YangLing0818/SuperCorrect-llm	90	2025-03-23	none listed	yes (code, data, models per abstract)	teacher thought-templates plus cross-model DPO teach 7B student self-correction; beats DeepSeekMath-7B by 7.8/5.3 percent	4	3	admit	verified via arXiv abs page, GitHub API, downloaded PDF; teacher-distill plus DPO recipe at 7B
DPO	DIRECT PREFERENCE OPTIMIZATION: YOUR LANGUAGE MODEL IS SECRETLY A REWARD MODEL	Rafailov, Rafael; Sharma, Archit; Mitchell, Eric; Ermon, Stefano; Manning, Christopher D.; Finn, Chelsea et al.	2023	arXiv preprint (venue not verified)	2305.18290					unknown	solves RLHF with a classification loss, no reward model or RL loop; stable and cheap	4	2	admit	verified via arXiv abs page and downloaded PDF; cheap preference step for harness pipeline
SimPO	SIMPO: SIMPLE PREFERENCE OPTIMIZATION WITH A REFERENCE-FREE REWARD	Meng, Yu; Xia, Mengzhou; Chen, Danqi	2024	arXiv preprint (venue not verified)	2405.14734					unknown	average-logprob implicit reward removes the reference model from memory; margin objective	4	2	admit	verified via arXiv abs page and downloaded PDF; reference-free preference opt for 16 GB
KTO	MODEL ALIGNMENT AS PROSPECT THEORETIC OPTIMIZATION	Ethayarajh, Kawin; Xu, Winnie; Muennighoff, Niklas; Jurafsky, Dan; Kiela, Douwe	2024	arXiv preprint (venue not verified)	2402.01306					unknown	matches/exceeds preference methods at 1B to 30B from binary desirable/undesirable signals only	4	3	admit	verified via arXiv abs page and downloaded PDF; Proof pass/fail maps directly onto KTO labels
RL-in-Name-Only	RL IN NAME ONLY? ANALYZING THE STRUCTURAL ASSUMPTIONS IN RL POST-TRAINING FOR LLMS	Samineni, Soumya Rani; Kalwar, Durgesh; Valmeekam, Karthik; Stechly, Kaya; Kambhampati, Subbarao	2025	arXiv preprint (venue not verified)	2505.13697					unknown	GRPO collapses to filtered iterative SFT under the paper's MDP assumptions; filtered SFT matches GRPO on GSM8K/Countdown	4	3	refute	verified via arXiv abs page and downloaded PDF; refutes claim that GRPO-style RL adds reasoning beyond filtered SFT
Tricks-or-Traps	PART I: TRICKS OR TRAPS? A DEEP DIVE INTO RL FOR LLM REASONING	Liu, Zihe; Liu, Jiashun; He, Yancheng; Wang, Weixun; Liu, Jiaheng; Pan, Ling et al.	2025	arXiv preprint (venue not verified)	2508.08221					unknown	systematic reproduction of RL-for-reasoning techniques in one framework with selection guidelines; vanilla-PPO-loss minimalist combo beats GRPO/DAPO	4	2	admit	verified via arXiv abs page and downloaded PDF; practitioner guide for technique selection
Verifier-Flaws	SCALING FLAWS OF VERIFIER-GUIDED SEARCH IN MATHEMATICAL REASONING	Yu, Fei; Li, Yingru; Wang, Benyou	2025	arXiv preprint (venue not verified)	2502.00271					unknown	imperfect verifiers misrank and prune all valid paths at scale; repeated sampling overtakes verifier search; holds at 7B	4	3	admit	verified via arXiv abs page and downloaded PDF; core caveat for validator-as-reward design
RLVR-Implicit	REINFORCEMENT LEARNING WITH VERIFIABLE REWARDS IMPLICITLY INCENTIVIZES CORRECT REASONING IN BASE LLMS	Wen, Xumeng; Liu, Zihan; Zheng, Shun; Ye, Shengyu; Wu, Zhirong; Wang, Yang et al.	2025	arXiv preprint (venue not verified)	2506.14245					unknown	answer-only verifiable rewards still extend the reasoning boundary (CoT-Pass@K) rather than merely sharpening sampling	4	2	admit	verified via arXiv abs page and downloaded PDF; counterweight to RL-in-Name-Only
LiteGUI	LITEGUI: DISTILLING COMPACT GUI AGENTS WITH REINFORCEMENT LEARNING	Wu, Yubin; Cai, Zicheng; Ning, Liping; Wang, Hua; Chen, Zhi; Tang, Yaohua et al.	2026	arXiv preprint (venue not verified)	2605.07505					unknown	SFT-free on-policy (GKD-style) distillation plus dual-level GRPO unlocks 2B/3B agents past imitation-learning limits	4	3	admit	verified via arXiv abs page and downloaded PDF; on-policy-distill-plus-RL at exactly MelodyScribe scale
TinyZero	code artefact: minimal R1-Zero reproduction	Pan, Jiayi et al. (community)	2025	n/a (code)	n/a	https://github.com/Jiayi-Pan/TinyZero	13236	2026-02-27	Apache-2.0	yes (code)	verifiable-reward RL on 3B-scale models for a counting task; canonical tiny RL starter	4	3	admit	verified via GitHub API; no paper, admitted as code artefact
verl	code artefact: RL post-training framework	Volcengine et al.	2026	n/a (code)	n/a	https://github.com/volcengine/verl	23398	2026-09-11	Apache-2.0	yes (code)	flexible RL post-training framework with PPO/GRPO trainers; DAPO system built on it	4	3	admit	verified via GitHub API; no paper, admitted as code artefact
open-r1	code artefact: open R1 reproduction	Hugging Face community	2026	n/a (code)	n/a	https://github.com/huggingface/open-r1	26452	2026-04-02	Apache-2.0	yes (code)	fully open reproduction of the DeepSeek-R1 training pipeline	4	2	admit	verified via GitHub API; no paper, admitted as code artefact
TRL	code artefact: transformer RL library	Hugging Face	2026	n/a (code)	n/a	https://github.com/huggingface/trl	19294	2026-09-12	Apache-2.0	yes (code)	HF library for training transformer LMs with RL; standard post-training toolkit	4	2	admit	verified via GitHub API; no paper, admitted as code artefact
ORPO	unverified candidate (monolithic preference optimization)	unknown	unknown	unknown	unverified (guessed 2404.10019 disproven via abs fetch: unrelated astrophysics paper)						reference-free preference method relevant in principle	4	0	abstain	could not verify arXiv id; follow-up search timed out; do not cite
V-STaR	unverified candidate (verifier-augmented STaR)	unknown	unknown	unknown	unverified (guessed 2310.05689 disproven via abs fetch: opinion dynamics; text searches empty)						validator-plus-preference extension of STaR	4	0	abstain	could not verify arXiv id after three attempts; do not cite
Tulu-3	unverified candidate (open post-training recipe)	unknown	unknown	unknown	unverified (guessed 2411.15134 disproven via abs fetch: toric invariance)						frontier open SFT/DPO/RLVR recipe	4	0	abstain	could not verify arXiv id; do not cite
RAFT	unverified candidate (reward-ranked fine-tuning)	unknown	unknown	unknown	unverified (guessed 2309.07487 disproven via abs fetch: biomechanics)						reward-ranked SFT baseline	4	0	abstain	could not verify arXiv id; do not cite
X-KD	-XKD: GENERAL EXPERIENTIAL KNOWLEDGE DISTILLATION FOR LARGE LANGUAGE MODELS	Cai, Yuang; Yuan, Yuyu	2026	arXiv preprint (venue not verified)	2602.12674					unknown	AVRIL-based experiential KD; beats GKD/MiniLLM baselines on summarization/MT/reasoning	4	1	abstain	verified via arXiv search snippet only; tangential framing, no harness-transferable recipe beyond baselines
DP-OPD	DP-OPD: DIFFERENTIALLY PRIVATE ON-POLICY DISTILLATION FOR LANGUAGE MODELS	Khadem, Fatemeh; Mousavi, Sajad; Fang, Yi; Liu, Yuhong	2026	arXiv preprint (venue not verified)	2604.04461					unknown	private GKD on student trajectories at epsilon 2.0	4	1	abstain	verified via arXiv search snippet only; differential-privacy scope, tangential
Demystifying-GRPO	DEMYSTIFYING GROUP RELATIVE POLICY OPTIMIZATION: ITS POLICY GRADIENT IS A U-STATISTIC	Zhou, Hongyi; Ye, Kai; Xu, Erhan; Zhu, Jin; Yang, Ying; Gong, Shijin et al.	2026	arXiv preprint (venue not verified)	2603.01162					unknown	GRPO gradient as U-statistic; finite-sample bounds; universal group-size scaling law	4	1	abstain	verified via arXiv search snippet only; pure theory, no actionable recipe
GRPO-Alignment-Objective	WHAT IS THE ALIGNMENT OBJECTIVE OF GRPO?	Vojnovic, Milan; Yun, Se-Young	2025	arXiv preprint (venue not verified)	2502.18548					unknown	characterizes GRPO stationary policies and preference aggregation vs RLHF log-pooling	4	1	abstain	verified via arXiv search snippet only; theory note, no recipe
MathFusion	MATHFUSION: ENHANCING MATHEMATICAL PROBLEM-SOLVING OF LLM THROUGH INSTRUCTION FUSION	Pei, Qizhi; Wu, Lijun; Pan, Zhuoshi; Li, Yu; Lin, Honglin; Ming, Chenlin et al.	2025	ACL 2025 (per snippet)	2503.16212	https://github.com/QizhiPei/mathfusion	unknown		unknown	yes (datasets, models, code per abstract)	cross-problem instruction synthesis; plus-18 accuracy points with 45K synthetic instructions	4	1	abstain	verified via arXiv search snippet only; lane-2 (data) overlap, math-only
DeepSeekMath-V2	DEEPSEEK-MATH-V2: TOWARDS SELF-VERIFIABLE MATHEMATICAL REASONING	Shao, Zhihong; Luo, Yuxiang; Lu, Chengda; Ren, Z. Z.; Hu, Jiewen; Ye, Tian et al.	2025	arXiv preprint (venue not verified)	2511.22570					unknown	scaled verifier compute for theorem proving; IMO-gold-level results	4	1	abstain	verified via arXiv search snippet only; frontier scale, no single-GPU recipe
DeepSeek-Prover-SFT	DEEPSEEK-PROVER: ADVANCING THEOREM PROVING IN LLMS THROUGH LARGE-SCALE SYNTHETIC DATA	Xin, Huajian; Guo, Daya; Shao, Zhihong; Ren, Zhizhou; Zhu, Qihao; Liu, Bo et al.	2024	arXiv preprint (venue not verified)	2405.14333					unknown	8M synthetic Lean statements lift 7B prover past GPT-4 on miniF2F	4	1	abstain	verified via arXiv search snippet only; large-scale synthetic SFT, lane-2 overlap
LongWriter-Zero	LONGWRITER-ZERO: MASTERING ULTRA-LONG TEXT GENERATION VIA REINFORCEMENT LEARNING	Wu, Yuhao; Bai, Yushi; Hu, Zhiqiang; Lee, Roy Ka-Wei; Li, Juanzi	2025	ICLR 2026 Oral (per snippet)	2506.18841	https://huggingface.co/THU-KEG/LongWriter-Zero-32B	unknown		unknown	yes (data, checkpoints per abstract)	R1-Zero-style RL from base Qwen2.5-32B for long-form writing without SFT data	4	1	abstain	verified via arXiv search snippet only; 32B long-form scope, not transferable to 2B harness
HAPO	HAPO: TRAINING LANGUAGE MODELS TO REASON CONCISELY VIA HISTORY-AWARE POLICY OPTIMIZATION	Huang, Chengyu; Zhang, Zhengxin; Cardie, Claire	2025	arXiv preprint (venue not verified)	2505.11225					unknown	history-aware length reward on 1.5B models cuts length 33-59 percent at 2-5 percent accuracy cost	4	1	abstain	verified via arXiv search snippet only; length-efficiency only, tangential
S-GRPO	S-GRPO: EARLY EXIT VIA REINFORCEMENT LEARNING IN REASONING MODELS	Dai, Muzhi; Yang, Chenxu; Si, Qingyi	2025	arXiv preprint (venue not verified)	2505.07686					unknown	serial-group decaying reward for early CoT exit; 35-61 percent shorter at slightly higher accuracy	4	1	abstain	verified via arXiv search snippet only; conciseness-only, tangential
ConciseR	WALK BEFORE YOU RUN! CONCISE LLM REASONING VIA REINFORCEMENT LEARNING	Song, Mingyang; Zheng, Mao	2025	arXiv preprint (venue not verified)	2505.21178					unknown	two-stage GRPO++ then length-aware GRPO for concise reasoning	4	1	abstain	verified via arXiv search snippet only; conciseness-only, tangential
Rank-DistiLLM	RANK-DISTILLM: CLOSING THE EFFECTIVENESS GAP BETWEEN CROSS-ENCODERS AND LLMS FOR PASSAGE RE-RANKING	Schlatt, Ferdinand; Frobe, Maik; Scells, Harrisen; Zhuang, Shengyao; Koopman, Bevan; Zuccon, Guido et al.	2024	ECIR 2025 (per snippet)	2405.07920	https://github.com/webis-de/ECIR-25	unknown		unknown	yes (code and data per abstract)	LLM-distilled cross-encoders match teacher effectiveness at 173x speed	4	1	abstain	verified via arXiv search snippet only; re-ranking scope, not generative harness
GKD-AV-Application	ON-POLICY DISTILLATION OF LANGUAGE MODELS FOR AUTONOMOUS VEHICLE MOTION PLANNING	Afsharrad, Amirhossein; Abedsoltan, Amirhesam; Moradipari, Ahmadreza; Lall, Sanjay	2026	arXiv preprint (venue not verified)	2604.07944					unknown	GKD beats an RL baseline and nears teacher at 5x compression on nuScenes	4	1	abstain	verified via arXiv search snippet only; single-domain application, low transfer
